B@CP 1002 0.16720039 -0.147093111 0.134483096 0 0 0
B@CP 1006 0.0310950667 0.227139376 -0.338590415 0 0 0
B@CP 1018 0.306391256 0.0953842703 -0.219189476 0 0 0
B@CP 1040 -0.0736026678 -0.247938727 -0.365870714 0 0 0
B@CP 1056 -0.113685208 -0.204811508 0.0934972369 0 0 0
B@CP 1079 -0.0656021246 -0.221338915 -0.278244277 0 0 0
B@CP 1083 0.0347134547 0.0314769662 0.0105449684 0 0 0
B@CP 1085 -0.340155673 -0.201470869 0.21282856 0 0 0
B@CP 1087 -0.0201848341 0.300756006 0.364111198 0 0 0
B@CP 1109 -0.0905455609 0.116565785 -0.379662006 0 0 0
B@CP 1118 -0.457306106 -0.0517692112 0.0895397574 0 0 0
B@CP 1169 0.254172041 0.210066824 -0.0843404363 0 0 0
B@CP 1189 0.262723438 0.243726724 0.283825073 0 0 0
B@CP 1200 -0.232924834 -0.303070073 -0.206693431 0 0 0
B@CP 1239 0.19992768 0.0556571288 -0.119513893 0 0 0
B@CP 1271 0.00994599872 -0.0213770376 -0.0143743619 0 0 0
B@CP 1277 -0.0739465761 -0.0671465134 0.0110956394 0 0 0
B@CP 1286 -0.0821687262 -0.00103329687 -0.298916978 0 0 0
B@CP 1288 0.0902480434 0.315465468 0.304800545 0 0 0
B@CP 1295 0.0789691487 0.236039038 -0.122568398 0 0 0
B@CP 1312 -0.283907443 -0.2392954 0.231420617 0 0 0
B@CP 1319 -0.323494428 -0.167841542 -0.274788292 0 0 0
B@CP 1323 -0.155312193 0.120612169 0.281911253 0 0 0
B@CP 1324 -0.0961247477 0.10884068 -0.0683577998 0 0 0
B@CP 1329 0.149588429 0.125750681 -0.411112797 0 0 0
B@CP 1344 0.0697132007 -0.178388255 0.289776265 0 0 0
B@CP 1348 -0.341230242 -0.194413472 0.0435119181 0 0 0
B@CP 1352 -0.0653204459 -0.225088435 -0.175732835 0 0 0
B@CP 1360 0.00282989754 -0.0172445228 -0.0399914456 0 0 0
B@CP 1364 0.159636579 -0.1878265 0.321450509 0 0 0
B@CP 1367 -0.0280298218 -0.242169397 -0.254405684 0 0 0
B@CP 1375 -0.00146381441 -0.105802469 0.109793854 0 0 0
B@CP 1380 -0.400165378 0.177532894 0.123044432 0 0 0
B@CP 1388 0.206558386 -0.187065135 -0.389886042 0 0 0
B@CP 1421 -0.327339384 0.0160609586 -0.206218541 0 0 0
B@CP 1423 -0.0189425251 0.277935941 0.233651665 0 0 0
B@CP 1427 -0.324052127 -0.0556442408 -0.258830455 0 0 0
B@CP 1438 0.162688912 0.00502012244 -0.00568034494 0 0 0
B@CP 1491 0.0591940066 -0.286992492 0.190620197 0 0 0
B@CP 1492 0.346395192 -0.247304688 -0.0715962891 0 0 0
B@CP 1493 0.39985723 0.196701629 0.154366794 0 0 0
B@CP 1496 0.0755931193 0.230908786 0.293668295 0 0 0
B@CP 1503 0.254884751 -0.202628134 0.299046511 0 0 0
B@CP 1505 0.0999426157 0.361075271 0.0813002703 0 0 0
B@CP 1510 0.107886905 -0.260438422 0.136621264 0 0 0
B@CP 1514 -0.0229951752 0.194178003 0.3354845 0 0 0
B@CP 1517 0.174518443 0.0629760043 0.211019858 0 0 0
B@CP 1521 -0.219848597 -0.237001107 -0.32640439 0 0 0
B@CP 1527 -0.178357527 -0.0437157952 -0.00678433103 0 0 0
B@CP 1540 -0.134549705 -0.0676254649 0.0390928062 0 0 0
B@CP 1541 -0.00364757585 -0.252649347 -0.320630311 0 0 0
B@CP 1555 0.0967543118 -0.0104000007 -0.187134561 0 0 0
B@CP 1557 -0.120777152 0.294494224 -0.137832707 0 0 0
B@CP 1565 0.410018828 0.060624897 -0.0391714772 0 0 0
B@CP 1591 0.160887798 -0.210643249 0.144925956 0 0 0
B@CP 1602 -0.404757946 -0.0935902199 0.0188432263 0 0 0
B@CP 1603 -0.0479199134 0.000651901814 0.336364881 0 0 0
B@CP 1628 -0.154284611 0.359304019 0.0895080788 0 0 0
B@CP 1629 -0.135338657 -0.0474771863 -0.213167121 0 0 0
B@CP 1646 0.139738008 -0.0657029568 -0.32472352 0 0 0
B@CP 1648 0.11355259 -0.402536561 0.0801018706 0 0 0
B@CP 1654 -0.211440037 -0.319123831 -0.0481109735 0 0 0
B@CP 1657 0.356632156 -0.066427614 0.119594961 0 0 0
B@CP 1664 0.333912203 0.211586202 0.0393830763 0 0 0
B@CP 1674 0.180856845 0.402060523 -0.18639228 0 0 0
B@CP 1676 -0.264084289 -0.126733924 0.260260362 0 0 0
B@CP 1679 0.221832784 -0.148903818 0.0261788946 0 0 0
B@CP 1690 -0.389045476 0.0386075607 0.0435314621 0 0 0
B@CP 1691 -0.28304807 -0.352680917 0.0549638304 0 0 0
B@CP 1692 -0.187422453 -0.156102621 -0.116528964 0 0 0
B@CP 1714 -0.26537441 0.0113686673 -0.00354404794 0 0 0
B@CP 1719 0.150277203 -0.0250243893 -0.0717986903 0 0 0
B@CP 1720 0.0234501432 0.41239012 -0.164593425 0 0 0
B@CP 1722 -0.0192691911 0.399564552 -0.159952676 0 0 0
B@CP 1762 -0.116589248 -0.14551436 -0.391565844 0 0 0
B@CP 1768 0.000583172325 -0.297351511 -0.331215255 0 0 0
B@CP 1770 0.253018481 0.116382023 -0.323631947 0 0 0
B@CP 1778 0.212809058 -0.112867944 -0.172133549 0 0 0
B@CP 1781 0.251280675 0.0968812982 0.37804982 0 0 0
B@CP 1787 -0.177273685 0.215195355 0.0578678256 0 0 0
B@CP 1801 0.158161793 -0.394566263 0.19329782 0 0 0
